energy [eV]	total (gross)	total (net)	0 (gross)	0 (net)	1 (gross)	1 (net)	2 (gross)	2 (net)	3 (gross)	3 (net)	4 (gross)	4 (net)	5 (gross)	5 (net)	6 (gross)	6 (net)	7 (gross)	7 (net)	8 (gross)	8 (net)	9 (gross)	9 (net)	10 (gross)	10 (net)	11 (gross)	11 (net)	12 (gross)	12 (net)	13 (gross)	13 (net)	14 (gross)	14 (net)	15 (gross)	15 (net)	16 (gross)	16 (net)
2,362.00	0.6066	0.6066	1.595	1.595	1.839	1.839	1.507	1.507	1.114	1.114	0.8386	0.8386	0.7355	0.7355	0.6101	0.6101	0.4490	0.4490	0.4166	0.4166	0.2730	0.2730	0.2055	0.2055	0.2068	0.2068	0.1375	0.1375	0.1074	0.1074	0.09692	0.09692	0.09999	0.09999	0.08027	0.08027
2,364.00	0.6092	0.6092	1.618	1.618	1.844	1.844	1.521	1.521	1.126	1.126	0.8407	0.8407	0.7435	0.7435	0.6051	0.6051	0.4429	0.4429	0.4198	0.4198	0.2649	0.2649	0.2004	0.2004	0.2128	0.2128	0.1343	0.1343	0.1049	0.1049	0.1024	0.1024	0.1012	0.1012	0.07568	0.07568
2,366.00	0.6126	0.6126	1.640	1.640	1.852	1.852	1.545	1.545	1.134	1.134	0.8506	0.8506	0.7534	0.7534	0.5977	0.5977	0.4395	0.4395	0.4160	0.4160	0.2574	0.2574	0.2008	0.2008	0.2146	0.2146	0.1302	0.1302	0.1009	0.1009	0.1091	0.1091	0.09987	0.09987	0.07230	0.07230
2,368.00	0.6172	0.6172	1.655	1.655	1.872	1.872	1.573	1.573	1.142	1.142	0.8713	0.8713	0.7650	0.7650	0.5899	0.5899	0.4399	0.4399	0.4081	0.4081	0.2492	0.2492	0.2077	0.2077	0.2135	0.2135	0.1262	0.1262	0.09657	0.09657	0.1155	0.1155	0.09752	0.09752	0.07094	0.07094
2,370.00	0.6232	0.6232	1.657	1.657	1.902	1.902	1.599	1.599	1.155	1.155	0.9013	0.9013	0.7772	0.7772	0.5822	0.5822	0.4444	0.4444	0.4000	0.4000	0.2404	0.2404	0.2189	0.2189	0.2118	0.2118	0.1246	0.1246	0.09432	0.09432	0.1196	0.1196	0.09517	0.09517	0.07159	0.07159
2,372.00	0.6299	0.6299	1.645	1.645	1.937	1.937	1.619	1.619	1.177	1.177	0.9362	0.9362	0.7871	0.7871	0.5740	0.5740	0.4534	0.4534	0.3956	0.3956	0.2327	0.2327	0.2310	0.2310	0.2103	0.2103	0.1264	0.1264	0.09636	0.09636	0.1209	0.1209	0.09338	0.09338	0.07382	0.07382
2,374.00	0.6369	0.6369	1.623	1.623	1.969	1.969	1.633	1.633	1.208	1.208	0.9707	0.9707	0.7923	0.7923	0.5659	0.5659	0.4661	0.4661	0.3961	0.3961	0.2287	0.2287	0.2409	0.2409	0.2084	0.2084	0.1305	0.1305	0.1041	0.1041	0.1196	0.1196	0.09213	0.09213	0.07761	0.07761
2,376.00	0.6436	0.6436	1.600	1.600	1.992	1.992	1.646	1.646	1.245	1.245	1.001	1.001	0.7932	0.7932	0.5610	0.5610	0.4793	0.4793	0.4004	0.4004	0.2310	0.2310	0.2462	0.2462	0.2041	0.2041	0.1346	0.1346	0.1164	0.1164	0.1167	0.1167	0.09145	0.09145	0.08294	0.08294
2,378.00	0.6503	0.6503	1.582	1.582	2.009	2.009	1.664	1.664	1.280	1.280	1.027	1.027	0.7932	0.7932	0.5627	0.5627	0.4887	0.4887	0.4060	0.4060	0.2408	0.2408	0.2456	0.2456	0.1953	0.1953	0.1365	0.1365	0.1299	0.1299	0.1135	0.1135	0.09129	0.09129	0.08888	0.08888
2,380.00	0.6573	0.6573	1.576	1.576	2.031	2.031	1.690	1.690	1.309	1.309	1.044	1.044	0.7970	0.7970	0.5714	0.5714	0.4931	0.4931	0.4089	0.4089	0.2577	0.2577	0.2395	0.2395	0.1825	0.1825	0.1358	0.1358	0.1408	0.1408	0.1110	0.1110	0.09188	0.09188	0.09380	0.09380
2,382.00	0.6643	0.6643	1.583	1.583	2.061	2.061	1.720	1.720	1.332	1.332	1.052	1.052	0.8080	0.8080	0.5842	0.5842	0.4927	0.4927	0.4063	0.4063	0.2796	0.2796	0.2289	0.2289	0.1695	0.1695	0.1328	0.1328	0.1463	0.1463	0.1088	0.1088	0.09308	0.09308	0.09591	0.09591
2,384.00	0.6708	0.6708	1.600	1.600	2.096	2.096	1.747	1.747	1.350	1.350	1.050	1.050	0.8268	0.8268	0.5969	0.5969	0.4908	0.4908	0.3983	0.3983	0.3019	0.3019	0.2165	0.2165	0.1607	0.1607	0.1289	0.1289	0.1459	0.1459	0.1060	0.1060	0.09427	0.09427	0.09385	0.09385
2,386.00	0.6761	0.6761	1.625	1.625	2.129	2.129	1.763	1.763	1.360	1.360	1.046	1.046	0.8477	0.8477	0.6068	0.6068	0.4918	0.4918	0.3874	0.3874	0.3202	0.3202	0.2051	0.2051	0.1579	0.1579	0.1261	0.1261	0.1412	0.1412	0.1025	0.1025	0.09492	0.09492	0.08808	0.08808
2,388.00	0.6798	0.6798	1.655	1.655	2.154	2.154	1.767	1.767	1.361	1.361	1.044	1.044	0.8614	0.8614	0.6137	0.6137	0.4986	0.4986	0.3772	0.3772	0.3327	0.3327	0.1974	0.1974	0.1612	0.1612	0.1255	0.1255	0.1356	0.1356	0.09866	0.09866	0.09430	0.09430	0.08104	0.08104
2,390.00	0.6827	0.6827	1.687	1.687	2.170	2.170	1.763	1.763	1.348	1.348	1.050	1.050	0.8620	0.8620	0.6198	0.6198	0.5103	0.5103	0.3700	0.3700	0.3398	0.3398	0.1953	0.1953	0.1688	0.1688	0.1270	0.1270	0.1314	0.1314	0.09510	0.09510	0.09196	0.09196	0.07540	0.07540
2,392.00	0.6857	0.6857	1.715	1.715	2.189	2.189	1.762	1.762	1.325	1.325	1.065	1.065	0.8502	0.8502	0.6281	0.6281	0.5239	0.5239	0.3667	0.3667	0.3430	0.3430	0.1988	0.1988	0.1773	0.1773	0.1295	0.1295	0.1286	0.1286	0.09244	0.09244	0.08830	0.08830	0.07276	0.07276
2,394.00	0.6899	0.6899	1.737	1.737	2.218	2.218	1.772	1.772	1.300	1.300	1.086	1.086	0.8343	0.8343	0.6392	0.6392	0.5357	0.5357	0.3664	0.3664	0.3437	0.3437	0.2063	0.2063	0.1838	0.1838	0.1317	0.1317	0.1264	0.1264	0.09092	0.09092	0.08483	0.08483	0.07279	0.07279
2,396.00	0.6958	0.6958	1.755	1.755	2.255	2.255	1.796	1.796	1.283	1.283	1.104	1.104	0.8256	0.8256	0.6526	0.6526	0.5432	0.5432	0.3672	0.3672	0.3421	0.3421	0.2152	0.2152	0.1872	0.1872	0.1316	0.1316	0.1242	0.1242	0.08959	0.08959	0.08298	0.08298	0.07398	0.07398
2,398.00	0.7029	0.7029	1.773	1.773	2.297	2.297	1.827	1.827	1.281	1.281	1.117	1.117	0.8316	0.8316	0.6668	0.6668	0.5459	0.5459	0.3668	0.3668	0.3377	0.3377	0.2237	0.2237	0.1874	0.1874	0.1288	0.1288	0.1212	0.1212	0.08723	0.08723	0.08263	0.08263	0.07478	0.07478
2,400.00	0.7106	0.7106	1.789	1.789	2.343	2.343	1.859	1.859	1.294	1.294	1.123	1.123	0.8523	0.8523	0.6789	0.6789	0.5464	0.5464	0.3646	0.3646	0.3308	0.3308	0.2312	0.2312	0.1849	0.1849	0.1252	0.1252	0.1178	0.1178	0.08355	0.08355	0.08335	0.08335	0.07457	0.07457
2,402.00	0.7187	0.7187	1.801	1.801	2.395	2.395	1.889	1.889	1.315	1.315	1.124	1.124	0.8797	0.8797	0.6880	0.6880	0.5478	0.5478	0.3620	0.3620	0.3230	0.3230	0.2377	0.2377	0.1806	0.1806	0.1231	0.1231	0.1153	0.1153	0.07927	0.07927	0.08457	0.08457	0.07416	0.07416
2,404.00	0.7277	0.7277	1.808	1.808	2.456	2.456	1.918	1.918	1.339	1.339	1.124	1.124	0.9045	0.9045	0.6955	0.6955	0.5530	0.5530	0.3613	0.3613	0.3171	0.3171	0.2437	0.2437	0.1755	0.1755	0.1239	0.1239	0.1145	0.1145	0.07631	0.07631	0.08547	0.08547	0.07459	0.07459
2,406.00	0.7380	0.7380	1.806	1.806	2.525	2.525	1.948	1.948	1.366	1.366	1.130	1.130	0.9196	0.9196	0.7046	0.7046	0.5639	0.5639	0.3647	0.3647	0.3150	0.3150	0.2495	0.2495	0.1708	0.1708	0.1277	0.1277	0.1149	0.1149	0.07650	0.07650	0.08611	0.08611	0.07645	0.07645
2,408.00	0.7497	0.7497	1.797	1.797	2.592	2.592	1.980	1.980	1.402	1.402	1.143	1.143	0.9238	0.9238	0.7179	0.7179	0.5784	0.5784	0.3734	0.3734	0.3183	0.3183	0.2548	0.2548	0.1673	0.1673	0.1330	0.1330	0.1163	0.1163	0.07991	0.07991	0.08690	0.08690	0.07977	0.07977
2,410.00	0.7626	0.7626	1.787	1.787	2.646	2.646	2.012	2.012	1.451	1.451	1.162	1.162	0.9218	0.9218	0.7364	0.7364	0.5936	0.5936	0.3862	0.3862	0.3299	0.3299	0.2596	0.2596	0.1660	0.1660	0.1379	0.1379	0.1178	0.1178	0.08555	0.08555	0.08753	0.08753	0.08403	0.08403
2,412.00	0.7757	0.7757	1.776	1.776	2.683	2.683	2.036	2.036	1.510	1.510	1.182	1.182	0.9232	0.9232	0.7590	0.7590	0.6081	0.6081	0.4006	0.4006	0.3506	0.3506	0.2646	0.2646	0.1668	0.1668	0.1414	0.1414	0.1180	0.1180	0.09227	0.09227	0.08758	0.08758	0.08879	0.08879
2,414.00	0.7877	0.7877	1.761	1.761	2.705	2.705	2.048	2.048	1.567	1.567	1.203	1.203	0.9348	0.9348	0.7817	0.7817	0.6215	0.6215	0.4151	0.4151	0.3776	0.3776	0.2692	0.2692	0.1692	0.1692	0.1436	0.1436	0.1161	0.1161	0.09785	0.09785	0.08732	0.08732	0.09331	0.09331
2,416.00	0.7975	0.7975	1.741	1.741	2.720	2.720	2.050	2.050	1.610	1.610	1.222	1.222	0.9566	0.9566	0.8016	0.8016	0.6337	0.6337	0.4289	0.4289	0.4062	0.4062	0.2716	0.2716	0.1717	0.1717	0.1461	0.1461	0.1131	0.1131	0.1004	0.1004	0.08697	0.08697	0.09669	0.09669
2,418.00	0.8052	0.8052	1.719	1.719	2.736	2.736	2.050	2.050	1.632	1.632	1.242	1.242	0.9846	0.9846	0.8169	0.8169	0.6452	0.6452	0.4411	0.4411	0.4307	0.4307	0.2719	0.2719	0.1730	0.1730	0.1496	0.1496	0.1105	0.1105	0.09997	0.09997	0.08679	0.08679	0.09831	0.09831
2,420.00	0.8115	0.8115	1.700	1.700	2.757	2.757	2.058	2.058	1.633	1.633	1.267	1.267	1.013	1.013	0.8261	0.8261	0.6539	0.6539	0.4507	0.4507	0.4455	0.4455	0.2719	0.2719	0.1733	0.1733	0.1539	0.1539	0.1096	0.1096	0.09805	0.09805	0.08749	0.08749	0.09762	0.09762
2,422.00	0.8176	0.8176	1.687	1.687	2.784	2.784	2.084	2.084	1.620	1.620	1.298	1.298	1.036	1.036	0.8298	0.8298	0.6555	0.6555	0.4575	0.4575	0.4491	0.4491	0.2738	0.2738	0.1747	0.1747	0.1579	0.1579	0.1116	0.1116	0.09628	0.09628	0.08901	0.08901	0.09461	0.09461
2,424.00	0.8250	0.8250	1.687	1.687	2.818	2.818	2.134	2.134	1.605	1.605	1.332	1.332	1.054	1.054	0.8315	0.8315	0.6490	0.6490	0.4602	0.4602	0.4444	0.4444	0.2790	0.2790	0.1787	0.1787	0.1604	0.1604	0.1160	0.1160	0.09627	0.09627	0.09028	0.09028	0.08999	0.08999
2,426.00	0.8348	0.8348	1.699	1.699	2.864	2.864	2.202	2.202	1.595	1.595	1.364	1.364	1.071	1.071	0.8348	0.8348	0.6382	0.6382	0.4595	0.4595	0.4358	0.4358	0.2874	0.2874	0.1857	0.1857	0.1604	0.1604	0.1208	0.1208	0.09898	0.09898	0.09039	0.09039	0.08486	0.08486
2,428.00	0.8467	0.8467	1.718	1.718	2.921	2.921	2.275	2.275	1.597	1.597	1.390	1.390	1.089	1.089	0.8421	0.8421	0.6282	0.6282	0.4588	0.4588	0.4273	0.4273	0.2967	0.2967	0.1945	0.1945	0.1585	0.1585	0.1252	0.1252	0.1034	0.1034	0.08913	0.08913	0.08010	0.08010
2,430.00	0.8594	0.8594	1.738	1.738	2.985	2.985	2.336	2.336	1.611	1.611	1.408	1.408	1.109	1.109	0.8551	0.8551	0.6226	0.6226	0.4603	0.4603	0.4233	0.4233	0.3031	0.3031	0.2040	0.2040	0.1565	0.1565	0.1286	0.1286	0.1077	0.1077	0.08688	0.08688	0.07597	0.07597
2,432.00	0.8715	0.8715	1.754	1.754	3.051	3.051	2.370	2.370	1.636	1.636	1.418	1.418	1.127	1.127	0.8715	0.8715	0.6244	0.6244	0.4642	0.4642	0.4261	0.4261	0.3051	0.3051	0.2132	0.2132	0.1556	0.1556	0.1310	0.1310	0.1110	0.1110	0.08498	0.08498	0.07253	0.07253
2,434.00	0.8822	0.8822	1.761	1.761	3.116	3.116	2.377	2.377	1.675	1.675	1.423	1.423	1.141	1.141	0.8856	0.8856	0.6333	0.6333	0.4701	0.4701	0.4334	0.4334	0.3024	0.3024	0.2222	0.2222	0.1564	0.1564	0.1339	0.1339	0.1122	0.1122	0.08523	0.08523	0.06978	0.06978
2,436.00	0.8917	0.8917	1.759	1.759	3.176	3.176	2.367	2.367	1.730	1.730	1.428	1.428	1.149	1.149	0.8929	0.8929	0.6473	0.6473	0.4770	0.4770	0.4417	0.4417	0.2959	0.2959	0.2323	0.2323	0.1583	0.1583	0.1374	0.1374	0.1109	0.1109	0.08839	0.08839	0.06760	0.06760
2,438.00	0.9009	0.9009	1.752	1.752	3.230	3.230	2.356	2.356	1.802	1.802	1.433	1.433	1.154	1.154	0.8917	0.8917	0.6654	0.6654	0.4834	0.4834	0.4468	0.4468	0.2875	0.2875	0.2439	0.2439	0.1596	0.1596	0.1409	0.1409	0.1079	0.1079	0.09349	0.09349	0.06572	0.06572
2,440.00	0.9109	0.9109	1.746	1.746	3.281	3.281	2.363	2.363	1.885	1.885	1.440	1.440	1.160	1.160	0.8835	0.8835	0.6874	0.6874	0.4895	0.4895	0.4450	0.4450	0.2789	0.2789	0.2552	0.2552	0.1591	0.1591	0.1438	0.1438	0.1045	0.1045	0.09867	0.09867	0.06403	0.06403
2,442.00	0.9228	0.9228	1.746	1.746	3.329	3.329	2.394	2.394	1.971	1.971	1.451	1.451	1.169	1.169	0.8740	0.8740	0.7125	0.7125	0.4976	0.4976	0.4358	0.4358	0.2716	0.2716	0.2649	0.2649	0.1564	0.1564	0.1460	0.1460	0.1025	0.1025	0.1026	0.1026	0.06268	0.06268
2,444.00	0.9363	0.9363	1.750	1.750	3.376	3.376	2.447	2.447	2.048	2.048	1.470	1.470	1.175	1.175	0.8714	0.8714	0.7378	0.7378	0.5087	0.5087	0.4222	0.4222	0.2676	0.2676	0.2720	0.2720	0.1529	0.1529	0.1473	0.1473	0.1042	0.1042	0.1053	0.1053	0.06194	0.06194
2,446.00	0.9505	0.9505	1.754	1.754	3.424	3.424	2.511	2.511	2.109	2.109	1.493	1.493	1.175	1.175	0.8818	0.8818	0.7588	0.7588	0.5217	0.5217	0.4084	0.4084	0.2686	0.2686	0.2754	0.2754	0.1498	0.1498	0.1480	0.1480	0.1102	0.1102	0.1068	0.1068	0.06204	0.06204
2,448.00	0.9640	0.9640	1.754	1.754	3.469	3.469	2.577	2.577	2.156	2.156	1.522	1.522	1.167	1.167	0.9056	0.9056	0.7715	0.7715	0.5349	0.5349	0.3978	0.3978	0.2753	0.2753	0.2740	0.2740	0.1481	0.1481	0.1480	0.1480	0.1192	0.1192	0.1079	0.1079	0.06289	0.06289
2,450.00	0.9756	0.9756	1.743	1.743	3.507	3.507	2.636	2.636	2.189	2.189	1.551	1.551	1.155	1.155	0.9366	0.9366	0.7735	0.7735	0.5459	0.5459	0.3924	0.3924	0.2888	0.2888	0.2677	0.2677	0.1490	0.1490	0.1468	0.1468	0.1293	0.1293	0.1097	0.1097	0.06414	0.06414
2,452.00	0.9847	0.9847	1.721	1.721	3.537	3.537	2.688	2.688	2.211	2.211	1.578	1.578	1.148	1.148	0.9650	0.9650	0.7677	0.7677	0.5538	0.5538	0.3919	0.3919	0.3080	0.3080	0.2579	0.2579	0.1531	0.1531	0.1434	0.1434	0.1382	0.1382	0.1114	0.1114	0.06541	0.06541
2,454.00	0.9919	0.9919	1.693	1.693	3.561	3.561	2.734	2.734	2.229	2.229	1.603	1.603	1.149	1.149	0.9809	0.9809	0.7616	0.7616	0.5597	0.5597	0.3942	0.3942	0.3293	0.3293	0.2455	0.2455	0.1613	0.1613	0.1382	0.1382	0.1433	0.1433	0.1121	0.1121	0.06714	0.06714
2,456.00	0.9983	0.9983	1.662	1.662	3.588	3.588	2.775	2.775	2.244	2.244	1.627	1.627	1.160	1.160	0.9810	0.9810	0.7618	0.7618	0.5649	0.5649	0.3986	0.3986	0.3469	0.3469	0.2327	0.2327	0.1727	0.1727	0.1322	0.1322	0.1437	0.1437	0.1121	0.1121	0.07004	0.07004
2,458.00	1.005	1.005	1.630	1.630	3.625	3.625	2.812	2.812	2.262	2.262	1.652	1.652	1.178	1.178	0.9702	0.9702	0.7695	0.7695	0.5712	0.5712	0.4049	0.4049	0.3562	0.3562	0.2225	0.2225	0.1843	0.1843	0.1264	0.1264	0.1399	0.1399	0.1119	0.1119	0.07409	0.07409
2,460.00	1.014	1.014	1.602	1.602	3.676	3.676	2.847	2.847	2.283	2.283	1.684	1.684	1.204	1.204	0.9579	0.9579	0.7804	0.7804	0.5801	0.5801	0.4149	0.4149	0.3552	0.3552	0.2160	0.2160	0.1918	0.1918	0.1226	0.1226	0.1333	0.1333	0.1113	0.1113	0.07862	0.07862
2,462.00	1.026	1.026	1.584	1.584	3.736	3.736	2.883	2.883	2.308	2.308	1.726	1.726	1.241	1.241	0.9528	0.9528	0.7903	0.7903	0.5921	0.5921	0.4306	0.4306	0.3463	0.3463	0.2141	0.2141	0.1923	0.1923	0.1210	0.1210	0.1262	0.1262	0.1100	0.1100	0.08304	0.08304
2,464.00	1.041	1.041	1.573	1.573	3.804	3.804	2.922	2.922	2.337	2.337	1.776	1.776	1.289	1.289	0.9608	0.9608	0.7995	0.7995	0.6058	0.6058	0.4516	0.4516	0.3349	0.3349	0.2180	0.2180	0.1873	0.1873	0.1209	0.1209	0.1209	0.1209	0.1084	0.1084	0.08718	0.08718
2,466.00	1.060	1.060	1.566	1.566	3.876	3.876	2.966	2.966	2.370	2.370	1.830	1.830	1.344	1.344	0.9836	0.9836	0.8124	0.8124	0.6207	0.6207	0.4748	0.4748	0.3266	0.3266	0.2274	0.2274	0.1819	0.1819	0.1218	0.1218	0.1180	0.1180	0.1068	0.1068	0.09108	0.09108
2,468.00	1.082	1.082	1.557	1.557	3.950	3.950	3.020	3.020	2.410	2.410	1.885	1.885	1.398	1.398	1.018	1.018	0.8322	0.8322	0.6351	0.6351	0.4955	0.4955	0.3244	0.3244	0.2402	0.2402	0.1822	0.1822	0.1233	0.1233	0.1168	0.1168	0.1059	0.1059	0.09520	0.09520
2,470.00	1.105	1.105	1.541	1.541	4.027	4.027	3.086	3.086	2.459	2.459	1.936	1.936	1.443	1.443	1.059	1.059	0.8574	0.8574	0.6456	0.6456	0.5092	0.5092	0.3282	0.3282	0.2535	0.2535	0.1917	0.1917	0.1249	0.1249	0.1165	0.1165	0.1060	0.1060	0.09954	0.09954
2,472.00	1.129	1.129	1.518	1.518	4.107	4.107	3.169	3.169	2.520	2.520	1.985	1.985	1.480	1.480	1.104	1.104	0.8835	0.8835	0.6521	0.6521	0.5144	0.5144	0.3376	0.3376	0.2648	0.2648	0.2083	0.2083	0.1268	0.1268	0.1172	0.1172	0.1066	0.1066	0.1028	0.1028
2,474.00	1.155	1.155	1.494	1.494	4.193	4.193	3.269	3.269	2.589	2.589	2.041	2.041	1.517	1.517	1.147	1.147	0.9069	0.9069	0.6578	0.6578	0.5135	0.5135	0.3524	0.3524	0.2720	0.2720	0.2268	0.2268	0.1293	0.1293	0.1210	0.1210	0.1068	0.1068	0.1038	0.1038
2,476.00	1.183	1.183	1.476	1.476	4.287	4.287	3.381	3.381	2.661	2.661	2.108	2.108	1.558	1.558	1.184	1.184	0.9266	0.9266	0.6669	0.6669	0.5105	0.5105	0.3727	0.3727	0.2754	0.2754	0.2419	0.2419	0.1324	0.1324	0.1293	0.1293	0.1061	0.1061	0.1022	0.1022
2,478.00	1.212	1.212	1.466	1.466	4.391	4.391	3.488	3.488	2.731	2.731	2.183	2.183	1.599	1.599	1.211	1.211	0.9446	0.9446	0.6834	0.6834	0.5098	0.5098	0.3967	0.3967	0.2766	0.2766	0.2508	0.2508	0.1371	0.1371	0.1415	0.1415	0.1052	0.1052	0.09793	0.09793
2,480.00	1.240	1.240	1.462	1.462	4.500	4.500	3.576	3.576	2.798	2.798	2.257	2.257	1.633	1.633	1.229	1.229	0.9619	0.9619	0.7083	0.7083	0.5136	0.5136	0.4194	0.4194	0.2773	0.2773	0.2536	0.2536	0.1452	0.1452	0.1549	0.1549	0.1055	0.1055	0.09164	0.09164
2,482.00	1.265	1.265	1.461	1.461	4.603	4.603	3.641	3.641	2.862	2.862	2.321	2.321	1.657	1.657	1.241	1.241	0.9763	0.9763	0.7373	0.7373	0.5204	0.5204	0.4372	0.4372	0.2786	0.2786	0.2518	0.2518	0.1575	0.1575	0.1655	0.1655	0.1078	0.1078	0.08480	0.08480
2,484.00	1.284	1.284	1.456	1.456	4.686	4.686	3.682	3.682	2.928	2.928	2.367	2.367	1.674	1.674	1.251	1.251	0.9854	0.9854	0.7627	0.7627	0.5266	0.5266	0.4464	0.4464	0.2806	0.2806	0.2478	0.2478	0.1736	0.1736	0.1696	0.1696	0.1124	0.1124	0.07902	0.07902
2,486.00	1.298	1.298	1.443	1.443	4.743	4.743	3.704	3.704	3.001	3.001	2.400	2.400	1.693	1.693	1.263	1.263	0.9910	0.9910	0.7798	0.7798	0.5310	0.5310	0.4459	0.4459	0.2822	0.2822	0.2427	0.2427	0.1918	0.1918	0.1664	0.1664	0.1181	0.1181	0.07498	0.07498
2,488.00	1.311	1.311	1.420	1.420	4.774	4.774	3.719	3.719	3.081	3.081	2.432	2.432	1.728	1.728	1.282	1.282	0.9999	0.9999	0.7873	0.7873	0.5356	0.5356	0.4392	0.4392	0.2822	0.2822	0.2375	0.2375	0.2088	0.2088	0.1583	0.1583	0.1228	0.1228	0.07329	0.07329
2,490.00	1.323	1.323	1.391	1.391	4.783	4.783	3.733	3.733	3.165	3.165	2.468	2.468	1.780	1.780	1.309	1.309	1.019	1.019	0.7884	0.7884	0.5421	0.5421	0.4320	0.4320	0.2799	0.2799	0.2338	0.2338	0.2210	0.2210	0.1485	0.1485	0.1243	0.1243	0.07418	0.07418
2,492.00	1.337	1.337	1.361	1.361	4.780	4.780	3.749	3.749	3.247	3.247	2.507	2.507	1.845	1.845	1.343	1.343	1.052	1.052	0.7892	0.7892	0.5523	0.5523	0.4288	0.4288	0.2771	0.2771	0.2337	0.2337	0.2264	0.2264	0.1400	0.1400	0.1224	0.1224	0.07722	0.07722
2,494.00	1.354	1.354	1.336	1.336	4.774	4.774	3.775	3.775	3.322	3.322	2.544	2.544	1.911	1.911	1.384	1.384	1.097	1.097	0.7943	0.7943	0.5661	0.5661	0.4312	0.4312	0.2774	0.2774	0.2388	0.2388	0.2248	0.2248	0.1354	0.1354	0.1184	0.1184	0.08193	0.08193
2,496.00	1.372	1.372	1.317	1.317	4.777	4.777	3.821	3.821	3.390	3.390	2.571	2.571	1.969	1.969	1.430	1.430	1.147	1.147	0.8049	0.8049	0.5794	0.5794	0.4390	0.4390	0.2830	0.2830	0.2489	0.2489	0.2179	0.2179	0.1362	0.1362	0.1143	0.1143	0.08784	0.08784
2,498.00	1.393	1.393	1.304	1.304	4.795	4.795	3.889	3.889	3.452	3.452	2.585	2.585	2.013	2.013	1.479	1.479	1.191	1.191	0.8182	0.8182	0.5886	0.5886	0.4495	0.4495	0.2941	0.2941	0.2624	0.2624	0.2095	0.2095	0.1424	0.1424	0.1124	0.1124	0.09490	0.09490
2,500.00	1.415	1.415	1.292	1.292	4.833	4.833	3.974	3.974	3.517	3.517	2.596	2.596	2.045	2.045	1.526	1.526	1.222	1.222	0.8307	0.8307	0.5935	0.5935	0.4592	0.4592	0.3091	0.3091	0.2761	0.2761	0.2033	0.2033	0.1536	0.1536	0.1138	0.1138	0.1027	0.1027
2,502.00	1.437	1.437	1.278	1.278	4.889	4.889	4.068	4.068	3.586	3.586	2.618	2.618	2.069	2.069	1.566	1.566	1.238	1.238	0.8398	0.8398	0.5982	0.5982	0.4684	0.4684	0.3253	0.3253	0.2857	0.2857	0.2013	0.2013	0.1675	0.1675	0.1172	0.1172	0.1103	0.1103
2,504.00	1.459	1.459	1.260	1.260	4.957	4.957	4.162	4.162	3.650	3.650	2.657	2.657	2.092	2.092	1.596	1.596	1.243	1.243	0.8461	0.8461	0.6078	0.6078	0.4789	0.4789	0.3422	0.3422	0.2885	0.2885	0.2043	0.2043	0.1807	0.1807	0.1209	0.1209	0.1166	0.1166
2,506.00	1.482	1.482	1.239	1.239	5.032	5.032	4.247	4.247	3.704	3.704	2.722	2.722	2.118	2.118	1.616	1.616	1.245	1.245	0.8548	0.8548	0.6259	0.6259	0.4928	0.4928	0.3607	0.3607	0.2850	0.2850	0.2116	0.2116	0.1896	0.1896	0.1233	0.1233	0.1207	0.1207
2,508.00	1.506	1.506	1.214	1.214	5.112	5.112	4.328	4.328	3.746	3.746	2.809	2.809	2.148	2.148	1.636	1.636	1.252	1.252	0.8708	0.8708	0.6522	0.6522	0.5107	0.5107	0.3805	0.3805	0.2784	0.2784	0.2216	0.2216	0.1923	0.1923	0.1240	0.1240	0.1228	0.1228
2,510.00	1.533	1.533	1.189	1.189	5.198	5.198	4.415	4.415	3.781	3.781	2.906	2.906	2.180	2.180	1.664	1.664	1.268	1.268	0.8966	0.8966	0.6813	0.6813	0.5331	0.5331	0.3999	0.3999	0.2738	0.2738	0.2336	0.2336	0.1894	0.1894	0.1240	0.1240	0.1244	0.1244
2,512.00	1.563	1.563	1.163	1.163	5.288	5.288	4.511	4.511	3.824	3.824	2.999	2.999	2.212	2.212	1.705	1.705	1.295	1.295	0.9321	0.9321	0.7072	0.7072	0.5593	0.5593	0.4163	0.4163	0.2762	0.2762	0.2470	0.2470	0.1835	0.1835	0.1255	0.1255	0.1270	0.1270
2,514.00	1.596	1.596	1.137	1.137	5.374	5.374	4.611	4.611	3.885	3.885	3.086	3.086	2.247	2.247	1.759	1.759	1.332	1.332	0.9738	0.9738	0.7276	0.7276	0.5867	0.5867	0.4272	0.4272	0.2883	0.2883	0.2614	0.2614	0.1779	0.1779	0.1308	0.1308	0.1316	0.1316
2,516.00	1.631	1.631	1.113	1.113	5.448	5.448	4.708	4.708	3.966	3.966	3.166	3.166	2.291	2.291	1.818	1.818	1.372	1.372	1.017	1.017	0.7445	0.7445	0.6137	0.6137	0.4331	0.4331	0.3071	0.3071	0.2756	0.2756	0.1746	0.1746	0.1399	0.1399	0.1367	0.1367
2,518.00	1.666	1.666	1.091	1.091	5.509	5.509	4.796	4.796	4.054	4.054	3.251	3.251	2.351	2.351	1.877	1.877	1.413	1.413	1.057	1.057	0.7644	0.7644	0.6382	0.6382	0.4365	0.4365	0.3280	0.3280	0.2887	0.2887	0.1750	0.1750	0.1508	0.1508	0.1395	0.1395
